id,title,acceptance_date,lact_number,status
107192,Toshkent viloyati hokimining 2024-yil 30-apreldagi “O‘zbekiston Respublikasi Vazirlar Mahkamasining 2024-yil 24-apreldagi 233-sonli qarori ijrosi to‘g‘risida” 333-10-0-Q/24-sonli qarori xaqida,25.05.2024,167-10-212-Q/24,Y
107193,Tuman hududida og‘ir yuk ko‘taruvchi avtotransport vositalarining gabarit o‘lchovini cheklovchi temir to‘sinlar o‘rnatish to‘g‘risida,24.05.2024,VI-56-45-5-72-K/24,Y
107194,Xovos tuman mahalliy budjetining 2024-yil boshiga hosil bo‘lgan erkin qoldiq mablag‘lari hisobidan mablag‘ ajratish to‘g‘risida,24.05.2024,VI-74-83-9-129-K/24,Y
107195,"Xalq deputatlari Oqoltin tumani Kengashining tuman aholisi, ijtimoiy soha obyektlari va iqtisodiyot tarmoqlarini 2024-2025-yillarda energiya resurslari bilan barqaror ta’minlash to‘g‘risida",24.05.2024,VI-104-69-9-122-K/24,Y
107196,"Samarqand shahar hokimining 2023-yil 30 oktabrdagi “Ijtimoiy muhofazaga muhtoj, ish topishda qiynalayotgan va mehnat bozorida teng shartlarda raqobatlasha olmaydigan shaxslarni ishga joylashtirish uchun ish o‘rinlarining eng kam sonini belgilash to‘g‘risida”gi 493-7-107-Q/23-sonli qaroriga qo‘shimcha va o‘zgartirishlar kiritish haqidagi 189-7-107-Q/24 -sonli qarorini qonunga muvofiqlashtirish haqida",24.05.2024,257-7-107-Q/24,Y
107197,Qarshi shahrida maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan shahardagi umumiy o‘rta ta’lim muassasalarining mikrohududlarini belgilash to‘g‘risida,24.05.2024,237-4-69-Q/24,R
107198,Qo‘qon shahridagi maxalla fuqarolar yig‘inlari chegarlarini belgilash to‘g‘risida,24.05.2024,VI-73-48-11-166-K/24,Y
107199,Farg‘ona tumanidagi Geografik obyektlarga nom berish yoki ularni qayta nomlash to‘g‘risidagi takliflarning qonun hujjatlari talablariga muvofiqligi to‘g‘risida,24.05.2024,VI-82-46-11-163-K/24,Y
107200,"O‘zbekiston Respublikasi Vazirlar Mahkamasining 2012-yil 16-oktabrdagi “Geografik obyektlarning nomlari to‘g‘risida”gi 295-sonli qarori ijrosi doirasida Dang‘ara tumani hududidagi istirohat bog‘i, ziyoratgoh va qabristonlar nomini davlat reyestriga kiritish to‘g‘risida",24.05.2024,VI-92-73-11-155-K/24,Y
107201,Urganch shahridagi maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan shahardagi umumta’lim muassasalarining mikrohududlarini belgilash to‘g‘risida,24.05.2024,298-12-180-Q/24,R
107202,"Yer qa’ridan foydalanish, sanoat, radiatsiya va yadro xavfsizligi hamda atom energiyasidan foydalanish sohalarida davlat boshqaruvi va nazorati tizimini takomillashtirish chora-tadbirlari to‘g‘risida",24.05.2024,PF-79,Y
107203,Vazirlar Mahkamasi huzuridagi Atom energiyasi agentligining faoliyatini samarali tashkil etish chora-tadbirlari to‘g‘risida,24.05.2024,PQ-188,Y
107204,Ma’muriy islohotlar doirasida adliya organlari va muassasalarining mas’uliyatini yanada oshirish hamda ixcham boshqaruv tizimini shakllantirish to‘g‘risida,24.05.2024,PF-80,Y
107205,"Vazirlar Mahkamasi huzuridagi Sanoat, radiatsiya va yadro xavfsizligi qo‘mitasi faoliyatini samarali tashkil etish chora-tadbirlari to‘g‘risida",24.05.2024,PQ-186,Y
107206,Tog‘-kon sanoati va geologiya vazirligi huzuridagi Tog‘-kon sanoati va geologiya sohasini nazorat qilish inspeksiyasi faoliyatini samarali tashkil etish chora-tadbirlari to‘g‘risida,24.05.2024,PQ-187,Y
107207,Oliy ta’lim tashkilotlariga o‘qishga qabul qilish va davlat buyurtmasini joylashtirish tizimini takomillashtirish to‘g‘risida,24.05.2024,PF-81,Y
107208,“Namangan viloyatining Pop tumanida quvvati 500 MVt bo‘lgan quyosh fotoelektr stansiyasini hamda havo elektr uzatish tarmoqlarini qurish” investitsiya loyihasini amalga oshirish chora-tadbirlari to‘g‘risida,24.05.2024,PQ-189,Y
107209,"Tadbirkorlik subyektlariga subsidiyalar, imtiyozlar va preferensiyalarni taqdim etish tartiblarini takomillashtirish bo‘yicha qo‘shimcha chora-tadbirlar to‘g‘risida",24.05.2024,PQ-193,Y
107210,“Toshkent viloyatining Bo‘ka tumanida quvvati 263 MVt bo‘lgan quyosh fotoelektr stansiyasini hamda havo elektr uzatish tarmog‘ini qurish” investitsiya loyihasini amalga oshirish chora-tadbirlari to‘g‘risida,24.05.2024,PQ-190,Y
107211,O‘zbekiston Respublikasi Vazirlar Mahkamasining “Surxondaryo viloyatida madaniyat va san’at sohasini yanada rivojlantirish chora-tadbirlari to‘g‘risida” 2024-yil 26-apreldagi 240-son hamda Surxondaryo viloyati hokimining 2024-yil 20-maydagi 414-8-0-Q/24-sonli qarorlari ijrosini ta’minlash to‘g‘risida,24.05.2024,186-8-117-Q/24,Y
107212,Farg‘ona shahridagi “Ilg‘or” mahalla fuqarolar yig‘inini negizida yangi mahalla fuqarolar yig‘ini tashkil qilish va uning chegaralarini belgilash haqida,23.05.2024,VI-107-45-11-169-K/24,Y
107213,Davlatobod tumanida maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan tumandagi umumta’lim muassasalarining mikrohududlarini belgilash to‘g‘risida,23.05.2024,141-6-219-Q/24,R
107214,Ko‘kdala tumanida maktab yoshidagi bolalarni umumiy o‘rta ta’limga to‘liq qamrab olish yuzasidan tumandagi umumta’lim muassasalarining mikrohududlarini belgilash to‘g‘risida,22.05.2024,165-4-224-Q/24,Y
107215,Xalqaro shartnomani tasdiqlash to‘g‘risida,22.05.2024,PQ-184,Y
107216,To‘lov tizimlari operatorlari va to‘lov xizmatlarini yetkazib beruvchilarning to‘lov tizimlarida axborot xavfsizligi va kiberxavfsizlikni ta’minlash hamda raqamli texnologiyalar vositasida sodir etiladigan huquqbuzarliklarni oldini olish choralarini ko‘rish to‘g‘risidagi nizomni tasdiqlash haqida,21.05.2024,3513,Y
107217,"Aholi yashash punktlarining atmosfera havosidagi zararli va zaharli moddalar, produtsent mikroorganizmlar, bakterial preparatlar va aeroionlarning ruxsat etilgan gigiyenik me’yorlariga (0053-23-son SanQvaN) qo‘shimcha kiritish to‘g‘risida",21.05.2024,13,Y
107218,"Onkologik, gematologik va immunologik kasalliklarga chalingan bolalarga tibbiy yordam ko‘rsatishni yanada takomillashtirish chora-tadbirlari to‘g‘risida",21.05.2024,PQ-183,Y
107219,Xalq deputatlari Angren shahar Kengashining 2024-yil 11-yanvardagi “Angren shahrining 2024-yilgi mahalliy budjetini tasdiqlash to‘g‘risida”gi IV-75-3-10-148-K/24-sonli qaroriga tegishli o‘zgartirish kiritish to‘g‘risida”gi qarorini qonun hujjatlariga muvofiqlashtirish haqida,21.05.2024,VI-82-55-10-148-K/24,Y
107220,O‘zbekiston Respublikasi Vazirlar Mahkamasining “Surxondaryo viloyatida yoshlarni sportga jalb qilish tizimini takomillashtirish chora-tadbirlari to‘g‘risida” 2024-yil 29-apreldagi 243-sonli hamda Surxondaryo viloyati hokimining 2024-yil 17-maydagi 409-8-0-Q/24-sonli qarorlarining ijrosi haqida,21.05.2024,176-8-117-Q/24,Y
107221,O‘zbekiston Respublikasi Vazirlar Mahkamasining “Surxondaryo viloyatida yangi mehmonxona qurish va uni jihozlash uchun investorlarga O‘zbekiston Respublikasining Davlat budjetidan subsidiya ajratish tartibi to‘g‘risidagi vaqtinchalik nizomni tasdiqlash haqida”gi 2024-yil 18-apreldagi 218 son hamda Surxondaryo viloyati hokimining 2024-yil 15-maydagi 400-8-0-Q/24-sonli qarorlari ijrosini ta’minlash to‘g‘risida,21.05.2024,175-8-117-Q/24,Y
107222,Transport vositalari harakati xavfsizligini tartibga solish maqsadida 3.27 yo‘l belgisini o‘rnatish to‘g‘risida,21.05.2024,124-9-124-Q/24,Y
107223,"O‘zbekiston Respublikasi kambag‘allikni qisqartirish va bandlik vaziri B. Musayevga “Xavfsiz, tartibli va qonuniy mehnat migratsiyasi tizimini joriy etish hamda mehnat migratsiyasidan qaytib kelgan shaxslarni reintegratsiya qilish borasida amalga oshirilayotgan ishlar to‘g‘risida” O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasining parlament so‘rovini yuborish haqida",21.05.2024,4366-IV,Y
107224,O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasi majlisining kun tartibi to‘g‘risida,21.05.2024,4354-IV,Y
107225,“Qishloq xo‘jaligiga mo‘ljallangan yerlarni ikkilamchi ijaraga berish va ulardan samarali foydalanish tartibi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga qo‘shimcha va o‘zgartirishlar kiritish to‘g‘risida”gi QL-1116-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,21.05.2024,4355-IV,Y
107226,O‘zbekiston Respublikasining Ma’muriy javobgarlik to‘g‘risidagi kodeksiga o‘zgartirishlar kiritish haqida”gi QL-1146-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida,21.05.2024,4356-IV,Y
107227,QL-1116 va QL-1146-sonli O‘zbekiston Respublikasi qonunlari loyihalarini birlashtirish to‘g‘risida,21.05.2024,4357-IV,Y
107228,“O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi O‘zbekiston Respublikasi Qonuni haqida,21.05.2024,4358-IV,Y
107229,QL-1150 va QL-1159-sonli O‘zbekiston Respublikasi qonunlari loyihalarini birlashtirish to‘g‘risida,21.05.2024,4361-IV,Y
107230,“Aholi bandligi to‘g‘risida”gi O‘zbekiston Respublikasi Qonuniga o‘zgartirishlar va qo‘shimcha kiritish haqida”gi QL-1159-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida,21.05.2024,4360-IV,Y
107231,“Aholi bandligi to‘g‘risida”gi O‘zbekiston Respublikasi Qonuniga o‘zgartirishlar va qo‘shimcha kiritish haqida”gi QL-1159-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida,21.05.2024,4359-IV,Y
107232,“Aholi bandligi to‘g‘risida”gi O‘zbekiston Respublikasi Qonuniga o‘zgartirish va qo‘shimchalar kiritish haqida”gi O‘zbekiston Respublikasi Qonuni to‘g‘risida,21.05.2024,4362-IV,Y
107233,“Qishloq xo‘jaligiga mo‘ljallangan yer uchastkalarini ijaraga berish tartibi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi QL-1160-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,21.05.2024,4363-IV,Y
107234,"O‘zbekiston Respublikasi maktabgacha va maktab ta’limi vazirining birinchi o‘rinbosari — Maktabgacha ta’lim agentligi direktori A. Shinga “Maktabgacha ta’lim sohasida davlat-xususiy sheriklikni qo‘llab-quvvatlash maqsadida maktabgacha ta’lim tashkilotlarini malakali pedagog kadrlar bilan ta’minlash, zamonaviy ta’lim dasturlari va texnologiyalarni tatbiq etish bo‘yicha amalga oshirilayotgan chora-tadbirlar to‘g‘risida” O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasining parlament so‘rovini yuborish haqida",21.05.2024,4365-IV,Y
107235,"O‘zbekiston Respublikasi Yoshlar ishlari agentligi direktori A. Sa’dullayevning “Yoshlarni huquqiy va ijtimoiy himoya qilishga, shuningdek ularning bandligini ta’minlashga qaratilgan chora-tadbirlarni amalga oshirish bo‘yicha olib borilayotgan ishlar to‘g‘risida”gi axborotini eshitish haqida",21.05.2024,4364-IV,Y
107236,ShNQ 2.07.01-23 “Aholi punktlarining hududlarini rivojlantirish va qurishni shaharsozlik jihatidan rejalashtirish” shaharsozlik normalari va qoidalarini tasdiqlash to‘g‘risida,20.05.2024,01/2-20,Y
107237,Tijorat banklarida aktivlar sifatini tasniflash va aktivlar bo‘yicha ehtimoliy yo‘qotishlarni qoplash uchun zaxiralar shakllantirish hamda ulardan foydalanish tartibi to‘g‘risidagi nizomga o‘zgartirish va qo‘shimchalar kiritish haqida,20.05.2024,2696-4,Y
107238,"Charm-poyabzal, ipakchilik va gilamchilik tarmoqlarini rivojlantirishni yangi bosqichga olib chiqish chora-tadbirlari to‘g‘risida",20.05.2024,PQ-181,Y
107239,Sirdaryo tumani umumfoydalanuvda bo‘lgan 4K643B “Sirdaryo shahriga kirish yo‘li”  avtomobil yo‘lining PK 11+00 dan PK 15+50 oralig‘ida (1.100 km dan 1.500 km oralig‘i) kesishgan chorrahasiga yo‘l harakati qoidalarining 3.27 “To‘xtash va to‘xtab turish taqiqlangan” yo‘l belgisini o‘rnatish to‘g‘risida,20.05.2024,156-9-128-Q/24,Y
107240,Tumanda 2024-yilda transport vositalarini majburiy texnik ko‘rigini tashkil etish va o‘tkazish to‘g‘risida,20.05.2024,127-3-43-Q/24,Y
107241,"Mahallalar faoliyati takomillashtirilishi munosabati bilan Vazirlar Mahkamasining “Shaharlar, shaharchalar, qishloqlar va ovullarning mahallalarini tuzish, birlashtirish, bo‘lish va tugatish, shuningdek ularning chegaralarini belgilash va o‘zgartirish, ularga nom berish va ularning nomini o‘zgartirish tartibi to‘g‘risidagi nizomni tasdiqlash haqida” 2014-yil 4-martdagi 48-son qaroriga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida",20.05.2024,294,Y
107242,O‘zbekiston Respublikasi Madaniy meros agentligining Ilmiy-ekspert kengashi faoliyatini yanada takomillashtirish chora-tadbirlari to‘g‘risida,20.05.2024,295,Y
107243,“Sudlarda ishlar ko‘rilishida prokuror vakolatini ta’minlash faoliyati yanada takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi QL-1155-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,20.05.2024,4343-IV,Y
107244,“Aholi bandligi to‘g‘risida”gi O‘zbekiston Respublikasi Qonuniga o‘zgartirishlar va qo‘shimcha kiritish haqida”gi QL-1159-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida,20.05.2024,4344-IV,Y
107245,“Aholi bandligi to‘g‘risida”gi O‘zbekiston Respublikasi Qonuniga o‘zgartirishlar va qo‘shimcha kiritish haqida”gi QL-1159-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida,20.05.2024,4345-IV,Y
107246,“Qishloq xo‘jaligiga mo‘ljallangan yer uchastkalarini ijaraga berish tartibi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi QL-1160-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,20.05.2024,4346-IV,Y
107247,“Qishloq xo‘jaligiga mo‘ljallangan yer uchastkalarini ijaraga berish tartibi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi QL-1160-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,20.05.2024,4347-IV,Y
107248,“Davlat mulkini boshqarish sohasi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi QL-1161-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,20.05.2024,4348-IV,Y
107249,“Qishloq xo‘jaligiga mo‘ljallangan yerlarni ikkilamchi ijaraga berish va ulardan samarali foydalanish tartibi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga qo‘shimcha va o‘zgartirishlar kiritish to‘g‘risida”gi QL-1116-sonli O‘zbekiston Respublikasi qonuni loyihasi haqida,20.05.2024,4349-IV,Y
107250,“O‘zbekiston Respublikasining Ma’muriy javobgarlik to‘g‘risidagi kodeksiga o‘zgartirishlar kiritish haqida”gi QL-1146-sonli O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida,20.05.2024,4350-IV,Y
107251,“O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi O‘zbekiston Respublikasi qonuni loyihasi haqida,20.05.2024,4351-IV,Y
107252,“Aholi bandligi to‘g‘risida”gi O‘zbekiston Respublikasi Qonuniga o‘zgartirish va qo‘shimchalar kiritish haqida”gi O‘zbekiston Respublikasi qonuni loyihasi to‘g‘risida,20.05.2024,4352-IV,Y
107253,O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasining navbatdagi majlisini o‘tkazish to‘g‘risida,20.05.2024,4353-IV,Y
107254,Tamaki mahsulotlari uchun texnik reglamentni tasdiqlash to‘g‘risida,18.05.2024,290,Y
107255,O‘zbekiston mahallalari uyushmasi faoliyatini qo‘llab-quvvatlash bo‘yicha qo‘shimcha chora-tadbirlar to‘g‘risida,18.05.2024,291,Y
107256,"“Mahalla yettiligi” faoliyatini samarali tashkil etish hamda hokim yordamchisi, yoshlar yetakchisi, xotin-qizlar faoli, profilaktika inspektori, ijtimoiy xodim va soliq inspektori faoliyatini eng muhim samaradorlik ko‘rsatkichlari (KPI) bo‘yicha baholashda mahalla raisining ishtirokini ta’minlash chora-tadbirlari to‘g‘risida",18.05.2024,292,Y
107257,Norin tumanidagi geografik obyektlarni nomlarini tasdiqlash to‘g‘risida,18.05.2024,VI-60-80-6-83-K/24,Y
107258,O‘zbekiston Respublikasi Oliy sudi tarkibiga o‘zgartirishlar kiritish to‘g‘risida,18.05.2024,SQ-911-IV,Y
107259,"O‘zbekiston Respublikasi Vazirlar Mahkamasiga yaylovlar degradatsiyasining oziq-ovqat xavfsizligiga, qishloq xo‘jaligi mahsulotlarini ishlab chiqarishga hamda atrof muhitga salbiy ta’siri yuzasidan yuborilgan parlament so‘rovi natijalari to‘g‘risida",18.05.2024,SQ-908-IV,Y
107260,O‘zbekiston Respublikasi Oliy Majlisi Senati Kengashining qarorlarini tasdiqlash to‘g‘risida,18.05.2024,SQ-912-IV,Y
107261,O‘zbekiston Respublikasi Markaziy bankining 2023-yildagi faoliyati to‘g‘risidagi hisoboti haqida,18.05.2024,SQ-910-IV,Y
107262,Inson huquqlari bo‘yicha O‘zbekiston Respublikasi Milliy markazi direktorining O‘zbekistonda inson huquqlari bo‘yicha xalqaro majburiyatlarga rioya qilinishining holati to‘g‘risidagi axboroti haqida,18.05.2024,SQ-909-IV,Y
107263,"“Ijrochilar, fonogramma tayyorlovchilar va eshittirish tashkilotlari huquqlarini muhofaza qilish to‘g‘risidagi xalqaro konvensiyaga (Rim, 1961-yil 26-oktabr) O‘zbekiston Respublikasining qo‘shilishi haqida”gi O‘zbekiston Respublikasi Qonuni to‘g‘risida",18.05.2024,SQ-907-IV,Y
107264,"“Sanoat namunalarini xalqaro ro‘yxatdan o‘tkazish to‘g‘risidagi Gaaga bitimining Jeneva aktiga (Jeneva, 1999-yil 2-iyul) O‘zbekiston Respublikasining qo‘shilishi haqida”gi O‘zbekiston Respublikasi Qonuni to‘g‘risida",18.05.2024,SQ-906-IV,Y
107265,“O‘zbekiston Respublikasi Soliq kodeksining 227-1-moddasiga o‘zgartirish kiritish to‘g‘risida”gi O‘zbekiston Respublikasi Qonuni haqida,18.05.2024,SQ-895-IV,Y
107266,“Davlat mulkini ijaraga berish sohasidagi qonunchilikni buzganlik uchun javobgarlik kuchaytirilishi munosabati bilan O‘zbekiston Respublikasining Ma’muriy javobgarlik to‘g‘risidagi kodeksiga qo‘shimchalar kiritish haqida”gi O‘zbekiston Respublikasi Qonuni to‘g‘risida,18.05.2024,SQ-899-IV,Y
107267,“O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi O‘zbekiston Respublikasi Qonuni haqida,18.05.2024,SQ-905-IV,Y
107268,“Baholash faoliyati yanada takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga qo‘shimchalar va o‘zgartirish kiritish to‘g‘risida”gi O‘zbekiston Respublikasi Qonuni haqida,18.05.2024,SQ-897-IV,Y
107269,“Qurol to‘g‘risidagi qonunchilik takomillashtirilishi munosabati bilan O‘zbekiston Respublikasi Ma’muriy javobgarlik to‘g‘risidagi kodeksining 220-1-moddasiga qo‘shimcha kiritish haqida”gi O‘zbekiston Respublikasi Qonuni to‘g‘risida,18.05.2024,SQ-902-IV,Y
107270,“O‘zbekiston Respublikasining Jinoyat-ijroiya kodeksiga mahkumlarning huquqlari va qonuniy manfaatlarini ta’minlashga qaratilgan o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi O‘zbekiston Respublikasi Qonuni haqida,18.05.2024,SQ-901-IV,Y
